,month,day,year,day_of_week,is_friday,is_saturday,day_of_year,week_of_year,daily_subtotal,daily_tax,daily_gratuity,daily_grand_total,number_of_customers,mean_temp,avg_mean_temp,min_temp,avg_min_temp,max_temp,avg_max_temp,mean_humidity,min_humidity,max_humidity,dew_point,precipitation,wind_speed,max_wind_speed,max_gust_speed,heating_degree_days,avg_heating_degree_days,mtd_heating_degree_days,avg_mtd_heating_degree_days,july_one_heating_degree_days,avg_july_one_heating_degree_days,cooling_degree_days,avg_cooling_degree_days,mtd_cooling_degree_days,avg_mtd_cooling_degree_days,ytd_cooling_degree_days,avg_ytd_cooling_degree_days,avg_precipitation,mtd_precipitation,avg_mtd_precipitation,ytd_precipitation,avg_ytd_precipitation,sea_level_pressure,visibility,problem_flag,temp_deviation_from_avg,mean_temp_deviation_from_75,max_temp_deviation_from_75,heat_index,dew_point_high,temp_max_minus_mean,cumulative_precipitation,fog_event,no_adverse_weather_event,rain_event,snow_event,thunderstorm_event,in_school,days_since_open,brewery_events,days_since_school_year_start,first_week_of_month,fourth_week_of_month,second_week_of_month,third_week_of_month,Big Daddy Zs,DBQ,Fusion Peru,Goats Catering,In-between girls,Into the Fire Pizza,Many,Mickey's Sliders,Napa Flats,Pik Pak Push,Pin-Toh Thai,Potato Shack,Raspas,Ronin Cooking,Sugba,Taz,Wafology,none,any_truck,band,band_fans,special_event,number_of_bartenders,daily_prior,yearly_prior,yesterday_prior,all_sports_games,all_sports_home_away,football_games,football_home_away,baseball_games,baseball_home_away,mens_basketball_games,mens_basketball_home_away,first_friday,holidays,in_january,in_february,in_march,in_april,in_may,in_june,in_july,in_august,in_september,in_october,in_november,in_december,in_2013,in_2014,in_2015,in_2016
0,12,31,2016,6,1,1,365,53,1730.6,83.19,231.34,1948.67,224.0,90,86,79,75,101,97,97,93,100,75,4.94,18,40,56,34,15,535,444,2064,1608,25,21,630,631,3275,3089,0.19,12.78,4.91,58.31,40.06,30.62,10,1,21,39,38,101.21961814,1.0,22,12.78,1,1,1,0,1,1,995,1,370,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,16827,1,1,1302.34,598.99,4085.98,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
